timestamp,x,y,z,r
52596000,1.552388795,33.111266,5.60302015,
52706400,1.53068042,33.248654,5.59852025,
52827200,1.50455175,33.399421600000004,5.59245709,
52956400,1.4834452839999999,33.5612746,5.58562738,
53068000,1.463194874,33.6985428,5.58139943,
53177200,1.44265623,33.8337711,5.57511232,
53285200,1.423144966,33.9643091,5.57089523,
53396000,1.403307382,34.0975363,5.56591289,
53517200,1.3813701059999999,34.2418573,5.55981809,
53628000,1.364523163,34.3769517,5.55419853,
53767200,1.34495524,34.5428723,5.54875395,
53876000,1.326396167,34.6701866,5.54465773,
53997200,1.306008186,34.8133861,5.5388623,
54105200,1.293256403,34.9406899,5.53379068,
54218000,1.273813254,35.0683942,5.52826849,
54336000,1.256212504,35.2063179,5.52310653,
54457200,1.238279078,35.3426914,5.51494577,
54566800,1.226171125,35.4751701,5.50827655,
54676400,1.2077973147,35.5954349,5.50080101,
54798000,1.191567186,35.7346619,5.4935651100000005,
54907200,1.176791474,35.8614958,5.48693627,
55038000,1.158560993,36.0076643,5.47733067,
55156800,1.14112311,36.140663599999996,5.46999874,
55256400,1.126541425,36.2542102,5.46342421,
55386000,1.111818631,36.4060476,5.454017,
55507200,1.0852184603,36.5337348,5.44369288,
55606400,1.068776978,36.6467175,5.43648712,
55726400,1.0515138973,36.7817908,5.42787415,
55837200,1.0297352530000001,36.9068003,5.4207021300000005,
55967200,0.998680729,37.04877,5.4096930500000004,
56076000,0.981554354,37.1726762,5.399955,
56186000,0.9627772,37.2999389,5.3906607399999995,
56316400,0.936652305,37.4438386,5.37542543,
56436000,0.911406324,37.5739947,5.36619086,
56545200,0.88713011,37.6937068,5.35461276,
56655200,0.871241057,37.8176664,5.34119373,
56765200,0.843715295,37.9381672,5.32750269,
56876400,0.819955694,38.0617911,5.31612106,
57006400,0.79910571,38.2050833,5.29938952,
57136400,0.7669044230000001,38.347621,5.28579866,
57237200,0.74524985,38.4610519,5.27550564,
57346400,0.730320957,38.582948200000004,5.26162233,
57475200,0.7003259230000001,38.7244641,5.2480402999999995,
57597200,0.679505035,38.8540351,5.23131535,
57696400,0.659479844,38.9605429,5.22081991,
57818000,0.634470624,39.087006099999996,5.20996455,
57947200,0.6126215389999999,39.215074,5.19102039,
58067200,0.5863735290000001,39.3410416,5.17883309,
58168000,0.5656577856,39.4412907,5.16835578,
58287200,0.5515483286,39.5555071,5.15504635,
58396000,0.52790337588,39.6599781,5.14101765,
58527200,0.49627651899999997,39.7815077,5.12482834,
58656000,0.48375570500000004,39.8915968,5.10935568,
58757200,0.465523188,39.9835306,5.09748414,
58878000,0.45001466505,40.0857514,5.07924428,
58995200,0.4203604703,40.1866819,5.0645487,
59096800,0.395624405,40.2738269,5.05334438,
59227200,0.36395845039999997,40.372900200000004,5.03524596,
59328000,0.33556704200000004,40.455480800000004,5.02437203,
59447200,0.3013311231,40.5479423,5.01320904,
59576800,0.2623562131,40.6428653,4.9971578899999995,
59687200,0.2342411017,40.7350757,4.9844658,
59796000,0.204670169,40.824962400000004,4.97321473,
59918000,0.17338145900000002,40.9080593,4.95999465,
60047200,0.143185725,41.0143152,4.94344181,
60146000,0.119618297,41.0910964,4.9335764300000005,
60267200,0.093651344,41.1720628,4.92301634,
60367200,0.07130403800000003,41.2500951,4.91260861,
60506000,0.044690186999999965,41.3531351,4.89566555,
60617200,0.021306144000000006,41.4425256,4.88443004,
60726000,-0.003321824000000051,41.5267914,4.87204188,
60846000,-0.021201371999999965,41.6160906,4.85719725,
60956000,-0.046093966,41.7036948,4.8451524599999996,
61086400,-0.075722849,41.8054571,4.83025666,
61197200,-0.09680768200000002,41.8849879,4.81709414,
61306400,-0.11371207539999997,41.9739118,4.80273576,
61417200,-0.14116090165,42.0590016,4.78951249,
61547200,-0.1674896905,42.1551274,4.77356908,
